353 2137
350 242 4373
243 62 7135
165 137 1176
322 275 4288
73 294 18456
158 350 3484
246 16 14334
17 209 5030
116 18 12429
330 78 9437
338 162 11705
138 275 19971
113 9 6189
213 201 10806
334 292 763
66 332 17350
212 29 5376
245 270 12068
268 93 1963
151 62 7672
290 121 5865
12 270 1455
322 173 698
153 307 4129
115 203 16448
14 77 11221
188 273 1938
130 108 1217
167 342 3963
94 277 6805
235 106 13614
150 103 4947
312 107 13745
188 18 3601
232 180 5801
269 82 17253
70 156 12753
311 257 5473
104 107 4265
49 24 11918
244 338 4249
227 283 9845
262 154 72
315 290 18248
202 62 13809
86 261 3764
132 166 1103
279 153 1927
35 34 15809
202 142 7717
126 41 1821
119 135 3519
106 73 14149
306 258 153
192 109 187
80 205 19281
142 156 4733
75 350 15579
6 18 18178
235 67 11610
89 351 13773
89 131 16574
229 135 16913
75 212 9227
75 13 6823
36 218 6474
210 295 8449
323 120 2954
152 328 10796
165 57 827
232 81 14214
233 240 6562
54 279 13400
283 267 7527
57 288 18314
280 197 12719
131 244 19655
247 240 1441
123 88 4327
191 23 9125
61 344 4850
37 287 7784
269 130 7171
141 293 9485
216 89 8761
137 46 12951
206 273 17178
344 56 711
256 253 13498
35 352 19633
209 39 3000
159 259 13176
325 18 16367
192 76 13930
31 250 12943
75 199 13402
285 167 12816
95 204 10624
32 231 14481
105 63 7814
267 253 13008
263 236 6665
327 218 7917
303 30 4074
67 156 18928
167 46 741
107 227 3109
285 125 33
350 250 19678
47 106 17964
191 119 12887
165 311 11454
266 68 9283
130 76 3801
79 311 19079
177 313 18122
315 48 1344
251 104 17533
247 237 11659
180 24 2976
13 273 10089
243 184 8048
88 273 14983
131 200 8125
